country,country_code_2_digit,country_code_3_digit,reported_date,population,hospital_occupancy_count,ICU_occupancy_count,source
Iceland,IS,ISL,2020-06-05,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-05,4904240,139.0,37.0,Country_Website
Italy,IT,ITA,2020-06-05,60359546,5617.0,316.0,Country_Github
Latvia,LV,LVA,2020-06-05,1919968,10.0,,Surveillance
Luxembourg,LU,LUX,2020-06-05,613894,19.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-05,17282163,,126.0,Other Website
Norway,NO,NOR,2020-06-05,5328212,22.0,,Country_API
Poland,PL,POL,2020-06-05,37972812,2085.0,,Surveillance
Portugal,PT,PRT,2020-06-05,10276617,475.0,64.0,Country_Website
Romania,RO,ROU,2020-06-05,19414458,,152.0,Country_Website
Slovakia,SK,SVK,2020-06-05,5450421,39.0,,JRC
Slovenia,SI,SVN,2020-06-05,2080908,6.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-05,66647112,5840.0,,Country_Website
Austria,AT,AUT,2020-06-04,8858775,87.0,22.0,Country_Website
Belgium,BE,BEL,2020-06-04,11455519,702.0,137.0,Country_Website
Bulgaria,BG,BGR,2020-06-04,7000039,141.0,8.0,External_Github
Croatia,HR,HRV,2020-06-04,4076246,15.0,,Country_Website
Czechia,CZ,CZE,2020-06-04,10649800,59.0,9.0,Country_Website
Denmark,DK,DNK,2020-06-04,5806081,97.0,17.0,Country_Website
Estonia,EE,EST,2020-06-04,1324820,17.0,1.0,Country_API
Finland,FI,FIN,2020-06-04,5517919,50.0,7.0,External_Github
France,FR,FRA,2020-06-04,67012883,13054.0,1133.0,Country_Website
Hungary,HU,HUN,2020-06-04,9772756,406.0,24.0,JRC
Iceland,IS,ISL,2020-06-04,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-04,4904240,154.0,36.0,Country_Website
Italy,IT,ITA,2020-06-04,60359546,5841.0,338.0,Country_Github
Latvia,LV,LVA,2020-06-04,1919968,10.0,,Surveillance
Luxembourg,LU,LUX,2020-06-04,613894,19.0,1.0,Country_Website
Netherlands,NL,NLD,2020-06-04,17282163,,128.0,Other Website
Norway,NO,NOR,2020-06-04,5328212,29.0,,Country_API
Poland,PL,POL,2020-06-04,37972812,2102.0,,Surveillance
Portugal,PT,PRT,2020-06-04,10276617,445.0,58.0,Country_Website
Slovakia,SK,SVK,2020-06-04,5450421,32.0,,JRC
Slovenia,SI,SVN,2020-06-04,2080908,5.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-04,66647112,5995.0,,Country_Website
Austria,AT,AUT,2020-06-03,8858775,87.0,21.0,Country_Website
Belgium,BE,BEL,2020-06-03,11455519,739.0,145.0,Country_Website
Bulgaria,BG,BGR,2020-06-03,7000039,132.0,9.0,External_Github
Croatia,HR,HRV,2020-06-03,4076246,17.0,,Country_Website
Czechia,CZ,CZE,2020-06-03,10649800,64.0,10.0,Country_Website
Denmark,DK,DNK,2020-06-03,5806081,100.0,20.0,Country_Website
Estonia,EE,EST,2020-06-03,1324820,21.0,1.0,Country_API
Finland,FI,FIN,2020-06-03,5517919,51.0,7.0,External_Github
France,FR,FRA,2020-06-03,67012883,13465.0,1179.0,Country_Website
Hungary,HU,HUN,2020-06-03,9772756,414.0,24.0,JRC
Iceland,IS,ISL,2020-06-03,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-03,4904240,166.0,37.0,Country_Website
Italy,IT,ITA,2020-06-03,60359546,6095.0,353.0,Country_Github
Latvia,LV,LVA,2020-06-03,1919968,11.0,,Surveillance
Luxembourg,LU,LUX,2020-06-03,613894,21.0,3.0,Country_Website
Netherlands,NL,NLD,2020-06-03,17282163,,130.0,Other Website
Norway,NO,NOR,2020-06-03,5328212,27.0,,Country_API
Poland,PL,POL,2020-06-03,37972812,2150.0,,Surveillance
Portugal,PT,PRT,2020-06-03,10276617,428.0,56.0,Country_Website
Romania,RO,ROU,2020-06-03,19414458,,162.0,Country_Website
Slovakia,SK,SVK,2020-06-03,5450421,42.0,,JRC
Slovenia,SI,SVN,2020-06-03,2080908,5.0,0.0,Country_Github
United Kingdom,UK,GBR,2020-06-03,66647112,6252.0,,Country_Website
Austria,AT,AUT,2020-06-02,8858775,88.0,26.0,Country_Website
Belgium,BE,BEL,2020-06-02,11455519,821.0,172.0,Country_Website
Bulgaria,BG,BGR,2020-06-02,7000039,141.0,20.0,External_Github
Croatia,HR,HRV,2020-06-02,4076246,17.0,,Country_Website
Czechia,CZ,CZE,2020-06-02,10649800,74.0,11.0,Country_Website
Denmark,DK,DNK,2020-06-02,5806081,99.0,21.0,Country_Website
Estonia,EE,EST,2020-06-02,1324820,21.0,1.0,Country_API
Finland,FI,FIN,2020-06-02,5517919,62.0,9.0,External_Github
France,FR,FRA,2020-06-02,67012883,13978.0,1221.0,Country_Website
Hungary,HU,HUN,2020-06-02,9772756,427.0,24.0,JRC
Iceland,IS,ISL,2020-06-02,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-02,4904240,194.0,36.0,Country_Website
Italy,IT,ITA,2020-06-02,60359546,6324.0,408.0,Country_Github
Latvia,LV,LVA,2020-06-02,1919968,14.0,,Surveillance
Luxembourg,LU,LUX,2020-06-02,613894,22.0,2.0,Country_Website
Malta,MT,MLT,2020-06-02,493559,,2.0,Surveillance
Netherlands,NL,NLD,2020-06-02,17282163,,144.0,Other Website
Norway,NO,NOR,2020-06-02,5328212,32.0,,Country_API
Poland,PL,POL,2020-06-02,37972812,2219.0,,Surveillance
Portugal,PT,PRT,2020-06-02,10276617,432.0,58.0,Country_Website
Romania,RO,ROU,2020-06-02,19414458,,166.0,Country_Website
Slovakia,SK,SVK,2020-06-02,5450421,38.0,,JRC
Slovenia,SI,SVN,2020-06-02,2080908,5.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-02,66647112,6446.0,,Country_Website
Austria,AT,AUT,2020-06-01,8858775,97.0,29.0,Country_Website
Belgium,BE,BEL,2020-06-01,11455519,821.0,166.0,Country_Website
Bulgaria,BG,BGR,2020-06-01,7000039,153.0,16.0,External_Github
Croatia,HR,HRV,2020-06-01,4076246,22.0,,Country_Website
Czechia,CZ,CZE,2020-06-01,10649800,72.0,13.0,Country_Website
Denmark,DK,DNK,2020-06-01,5806081,103.0,20.0,Country_Website
Estonia,EE,EST,2020-06-01,1324820,22.0,2.0,Country_API
Finland,FI,FIN,2020-06-01,5517919,68.0,9.0,External_Github
France,FR,FRA,2020-06-01,67012883,14237.0,1270.0,Country_Website
Hungary,HU,HUN,2020-06-01,9772756,417.0,25.0,JRC
Iceland,IS,ISL,2020-06-01,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-06-01,4904240,176.0,37.0,Country_Website
Italy,IT,ITA,2020-06-01,60359546,6523.0,424.0,Country_Github
Latvia,LV,LVA,2020-06-01,1919968,18.0,,Surveillance
Luxembourg,LU,LUX,2020-06-01,613894,25.0,4.0,Country_Website
Netherlands,NL,NLD,2020-06-01,17282163,,149.0,Other Website
Norway,NO,NOR,2020-06-01,5328212,29.0,,Country_API
Poland,PL,POL,2020-06-01,37972812,2181.0,,Surveillance
Portugal,PT,PRT,2020-06-01,10276617,471.0,64.0,Country_Website
Romania,RO,ROU,2020-06-01,19414458,,159.0,Country_Website
Slovakia,SK,SVK,2020-06-01,5450421,48.0,,JRC
Slovenia,SI,SVN,2020-06-01,2080908,5.0,1.0,Country_Github
United Kingdom,UK,GBR,2020-06-01,66647112,6630.0,,Country_Website
Austria,AT,AUT,2020-05-31,8858775,97.0,27.0,Country_Website
Belgium,BE,BEL,2020-05-31,11455519,818.0,164.0,Country_Website
Bulgaria,BG,BGR,2020-05-31,7000039,161.0,17.0,External_Github
Croatia,HR,HRV,2020-05-31,4076246,23.0,,Country_Website
Czechia,CZ,CZE,2020-05-31,10649800,69.0,12.0,Country_Website
Denmark,DK,DNK,2020-05-31,5806081,98.0,20.0,Country_Website
Estonia,EE,EST,2020-05-31,1324820,27.0,2.0,Country_API
Finland,FI,FIN,2020-05-31,5517919,68.0,10.0,External_Github
France,FR,FRA,2020-05-31,67012883,14271.0,1287.0,Country_Website
Hungary,HU,HUN,2020-05-31,9772756,419.0,25.0,JRC
Iceland,IS,ISL,2020-05-31,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-31,4904240,184.0,36.0,Country_Website
Italy,IT,ITA,2020-05-31,60359546,6822.0,435.0,Country_Github
Latvia,LV,LVA,2020-05-31,1919968,18.0,,Surveillance
Luxembourg,LU,LUX,2020-05-31,613894,28.0,4.0,Country_Website
Netherlands,NL,NLD,2020-05-31,17282163,,152.0,Other Website
Norway,NO,NOR,2020-05-31,5328212,28.0,,Country_API
Poland,PL,POL,2020-05-31,37972812,2134.0,,Surveillance
Portugal,PT,PRT,2020-05-31,10276617,474.0,64.0,Country_Website
Romania,RO,ROU,2020-05-31,19414458,,160.0,Country_Website
Slovakia,SK,SVK,2020-05-31,5450421,46.0,,JRC
Slovenia,SI,SVN,2020-05-31,2080908,6.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-31,66647112,6578.0,,Country_Website
Austria,AT,AUT,2020-05-30,8858775,98.0,23.0,Country_Website
Belgium,BE,BEL,2020-05-30,11455519,823.0,168.0,Country_Website
Bulgaria,BG,BGR,2020-05-30,7000039,165.0,18.0,External_Github
Croatia,HR,HRV,2020-05-30,4076246,27.0,,Country_Website
Czechia,CZ,CZE,2020-05-30,10649800,71.0,12.0,Country_Website
Denmark,DK,DNK,2020-05-30,5806081,100.0,20.0,Country_Website
Estonia,EE,EST,2020-05-30,1324820,28.0,2.0,Country_API
Finland,FI,FIN,2020-05-30,5517919,71.0,11.0,External_Github
France,FR,FRA,2020-05-30,67012883,14329.0,1293.0,Country_Website
Hungary,HU,HUN,2020-05-30,9772756,414.0,22.0,JRC
Iceland,IS,ISL,2020-05-30,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-30,4904240,173.0,36.0,Country_Website
Italy,IT,ITA,2020-05-30,60359546,7130.0,450.0,Country_Github
Latvia,LV,LVA,2020-05-30,1919968,18.0,,Surveillance
Luxembourg,LU,LUX,2020-05-30,613894,27.0,4.0,Country_Website
Netherlands,NL,NLD,2020-05-30,17282163,,149.0,Other Website
Norway,NO,NOR,2020-05-30,5328212,28.0,,Country_API
Poland,PL,POL,2020-05-30,37972812,2207.0,,Surveillance
Portugal,PT,PRT,2020-05-30,10276617,514.0,63.0,Country_Website
Romania,RO,ROU,2020-05-30,19414458,,160.0,Country_Website
Slovakia,SK,SVK,2020-05-30,5450421,56.0,,JRC
Slovenia,SI,SVN,2020-05-30,2080908,7.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-30,66647112,6611.0,,Country_Website
Austria,AT,AUT,2020-05-29,8858775,103.0,25.0,Country_Website
Belgium,BE,BEL,2020-05-29,11455519,892.0,173.0,Country_Website
Bulgaria,BG,BGR,2020-05-29,7000039,191.0,20.0,External_Github
Croatia,HR,HRV,2020-05-29,4076246,28.0,,Country_Website
Czechia,CZ,CZE,2020-05-29,10649800,70.0,15.0,Country_Website
Denmark,DK,DNK,2020-05-29,5806081,106.0,18.0,Country_Website
Estonia,EE,EST,2020-05-29,1324820,27.0,2.0,Country_API
Finland,FI,FIN,2020-05-29,5517919,74.0,10.0,External_Github
France,FR,FRA,2020-05-29,67012883,14643.0,1328.0,Country_Website
Hungary,HU,HUN,2020-05-29,9772756,384.0,24.0,JRC
Iceland,IS,ISL,2020-05-29,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-29,4904240,197.0,42.0,Country_Website
Italy,IT,ITA,2020-05-29,60359546,7569.0,475.0,Country_Github
Latvia,LV,LVA,2020-05-29,1919968,22.0,,Surveillance
Luxembourg,LU,LUX,2020-05-29,613894,29.0,4.0,Country_Website
Netherlands,NL,NLD,2020-05-29,17282163,,158.0,Other Website
Norway,NO,NOR,2020-05-29,5328212,30.0,,Country_API
Poland,PL,POL,2020-05-29,37972812,2035.0,,Surveillance
Portugal,PT,PRT,2020-05-29,10276617,529.0,66.0,Country_Website
Romania,RO,ROU,2020-05-29,19414458,,182.0,Country_Website
Slovakia,SK,SVK,2020-05-29,5450421,59.0,,JRC
Slovenia,SI,SVN,2020-05-29,2080908,7.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-29,66647112,6902.0,,Country_Website
Austria,AT,AUT,2020-05-28,8858775,107.0,30.0,Country_Website
Belgium,BE,BEL,2020-05-28,11455519,939.0,187.0,Country_Website
Bulgaria,BG,BGR,2020-05-28,7000039,198.0,20.0,External_Github
Croatia,HR,HRV,2020-05-28,4076246,34.0,,Country_Website
Czechia,CZ,CZE,2020-05-28,10649800,72.0,15.0,Country_Website
Denmark,DK,DNK,2020-05-28,5806081,110.0,20.0,Country_Website
Estonia,EE,EST,2020-05-28,1324820,33.0,1.0,Country_API
Finland,FI,FIN,2020-05-28,5517919,83.0,11.0,External_Github
France,FR,FRA,2020-05-28,67012883,15155.0,1395.0,Country_Website
Hungary,HU,HUN,2020-05-28,9772756,404.0,24.0,JRC
Iceland,IS,ISL,2020-05-28,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-28,4904240,231.0,45.0,Country_Website
Italy,IT,ITA,2020-05-28,60359546,7868.0,489.0,Country_Github
Latvia,LV,LVA,2020-05-28,1919968,23.0,,Surveillance
Luxembourg,LU,LUX,2020-05-28,613894,30.0,5.0,Country_Website
Netherlands,NL,NLD,2020-05-28,17282163,,168.0,Other Website
Norway,NO,NOR,2020-05-28,5328212,36.0,,Country_API
Poland,PL,POL,2020-05-28,37972812,2248.0,,Surveillance
Portugal,PT,PRT,2020-05-28,10276617,512.0,65.0,Country_Website
Romania,RO,ROU,2020-05-28,19414458,,182.0,Country_Website
Slovakia,SK,SVK,2020-05-28,5450421,62.0,,JRC
Slovenia,SI,SVN,2020-05-28,2080908,7.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-28,66647112,7205.0,,Country_Website
Austria,AT,AUT,2020-05-27,8858775,116.0,32.0,Country_Website
Belgium,BE,BEL,2020-05-27,11455519,1050.0,209.0,Country_Website
Bulgaria,BG,BGR,2020-05-27,7000039,229.0,22.0,External_Github
Croatia,HR,HRV,2020-05-27,4076246,38.0,,Country_Website
Czechia,CZ,CZE,2020-05-27,10649800,86.0,17.0,Country_Website
Denmark,DK,DNK,2020-05-27,5806081,107.0,22.0,Country_Website
Estonia,EE,EST,2020-05-27,1324820,31.0,1.0,Country_API
Finland,FI,FIN,2020-05-27,5517919,87.0,11.0,External_Github
France,FR,FRA,2020-05-27,67012883,15627.0,1467.0,Country_Website
Hungary,HU,HUN,2020-05-27,9772756,430.0,25.0,JRC
Iceland,IS,ISL,2020-05-27,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-27,4904240,263.0,48.0,Country_Website
Italy,IT,ITA,2020-05-27,60359546,8234.0,505.0,Country_Github
Latvia,LV,LVA,2020-05-27,1919968,25.0,,Surveillance
Luxembourg,LU,LUX,2020-05-27,613894,34.0,5.0,Country_Website
Netherlands,NL,NLD,2020-05-27,17282163,,176.0,Other Website
Norway,NO,NOR,2020-05-27,5328212,36.0,,Country_API
Poland,PL,POL,2020-05-27,37972812,2320.0,,Surveillance
Portugal,PT,PRT,2020-05-27,10276617,510.0,66.0,Country_Website
Slovakia,SK,SVK,2020-05-27,5450421,59.0,,JRC
Slovenia,SI,SVN,2020-05-27,2080908,8.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-27,66647112,7466.0,,Country_Website
Austria,AT,AUT,2020-05-26,8858775,127.0,32.0,Country_Website
Belgium,BE,BEL,2020-05-26,11455519,1150.0,223.0,Country_Website
Bulgaria,BG,BGR,2020-05-26,7000039,229.0,21.0,External_Github
Croatia,HR,HRV,2020-05-26,4076246,42.0,,Country_Website
Czechia,CZ,CZE,2020-05-26,10649800,91.0,16.0,Country_Website
Denmark,DK,DNK,2020-05-26,5806081,112.0,23.0,Country_Website
Estonia,EE,EST,2020-05-26,1324820,31.0,1.0,Country_API
Finland,FI,FIN,2020-05-26,5517919,95.0,11.0,External_Github
France,FR,FRA,2020-05-26,67012883,16209.0,1519.0,Country_Website
Hungary,HU,HUN,2020-05-26,9772756,436.0,27.0,JRC
Iceland,IS,ISL,2020-05-26,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-26,4904240,287.0,48.0,Country_Website
Italy,IT,ITA,2020-05-26,60359546,8438.0,521.0,Country_Github
Latvia,LV,LVA,2020-05-26,1919968,25.0,,Surveillance
Luxembourg,LU,LUX,2020-05-26,613894,43.0,5.0,Country_Website
Malta,MT,MLT,2020-05-26,493559,,1.0,Surveillance
Netherlands,NL,NLD,2020-05-26,17282163,,190.0,Other Website
Norway,NO,NOR,2020-05-26,5328212,37.0,,Country_API
Poland,PL,POL,2020-05-26,37972812,2171.0,,Surveillance
Portugal,PT,PRT,2020-05-26,10276617,513.0,71.0,Country_Website
Romania,RO,ROU,2020-05-26,19414458,,181.0,Country_Website
Slovakia,SK,SVK,2020-05-26,5450421,64.0,,JRC
Slovenia,SI,SVN,2020-05-26,2080908,9.0,2.0,Country_Github
United Kingdom,UK,GBR,2020-05-26,66647112,7789.0,,Country_Website
Austria,AT,AUT,2020-05-25,8858775,139.0,31.0,Country_Website
Belgium,BE,BEL,2020-05-25,11455519,1304.0,249.0,Country_Website
Bulgaria,BG,BGR,2020-05-25,7000039,235.0,20.0,External_Github
Croatia,HR,HRV,2020-05-25,4076246,78.0,,Country_Website
Czechia,CZ,CZE,2020-05-25,10649800,91.0,20.0,Country_Website
Denmark,DK,DNK,2020-05-25,5806081,116.0,20.0,Country_Website
Estonia,EE,EST,2020-05-25,1324820,37.0,5.0,Country_API
Finland,FI,FIN,2020-05-25,5517919,104.0,18.0,External_Github
France,FR,FRA,2020-05-25,67012883,16742.0,1572.0,Country_Website
Hungary,HU,HUN,2020-05-25,9772756,,30.0,JRC
Iceland,IS,ISL,2020-05-25,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-25,4904240,305.0,48.0,Country_Website
Italy,IT,ITA,2020-05-25,60359546,8726.0,541.0,Country_Github
Latvia,LV,LVA,2020-05-25,1919968,27.0,,Surveillance
Luxembourg,LU,LUX,2020-05-25,613894,36.0,6.0,Country_Website
Netherlands,NL,NLD,2020-05-25,17282163,,213.0,Other Website
Norway,NO,NOR,2020-05-25,5328212,40.0,,Country_API
Poland,PL,POL,2020-05-25,37972812,2268.0,,Surveillance
Portugal,PT,PRT,2020-05-25,10276617,531.0,72.0,Country_Website
Romania,RO,ROU,2020-05-25,19414458,,177.0,Country_Website
Slovakia,SK,SVK,2020-05-25,5450421,61.0,,JRC
Slovenia,SI,SVN,2020-05-25,2080908,16.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-05-25,66647112,7884.0,,Country_Website
Austria,AT,AUT,2020-05-24,8858775,137.0,29.0,Country_Website
Belgium,BE,BEL,2020-05-24,11455519,1306.0,251.0,Country_Website
Bulgaria,BG,BGR,2020-05-24,7000039,234.0,22.0,External_Github
Croatia,HR,HRV,2020-05-24,4076246,81.0,,Country_Website
Czechia,CZ,CZE,2020-05-24,10649800,94.0,22.0,Country_Website
Denmark,DK,DNK,2020-05-24,5806081,115.0,21.0,Country_Website
Estonia,EE,EST,2020-05-24,1324820,40.0,5.0,Country_API
Finland,FI,FIN,2020-05-24,5517919,106.0,19.0,External_Github
France,FR,FRA,2020-05-24,67012883,17129.0,1618.0,Country_Website
Hungary,HU,HUN,2020-05-24,9772756,442.0,28.0,JRC
Iceland,IS,ISL,2020-05-24,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-24,4904240,304.0,49.0,Country_Website
Italy,IT,ITA,2020-05-24,60359546,9166.0,553.0,Country_Github
Latvia,LV,LVA,2020-05-24,1919968,25.0,,Surveillance
Luxembourg,LU,LUX,2020-05-24,613894,33.0,5.0,Country_Website
Netherlands,NL,NLD,2020-05-24,17282163,,223.0,Other Website
Norway,NO,NOR,2020-05-24,5328212,38.0,,Country_API
Poland,PL,POL,2020-05-24,37972812,2242.0,,Surveillance
Portugal,PT,PRT,2020-05-24,10276617,536.0,78.0,Country_Website
Romania,RO,ROU,2020-05-24,19414458,,188.0,Country_Website
Slovakia,SK,SVK,2020-05-24,5450421,53.0,,JRC
Slovenia,SI,SVN,2020-05-24,2080908,18.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-05-24,66647112,7857.0,,Country_Website
Austria,AT,AUT,2020-05-23,8858775,144.0,28.0,Country_Website
Belgium,BE,BEL,2020-05-23,11455519,1296.0,256.0,Country_Website
Bulgaria,BG,BGR,2020-05-23,7000039,258.0,29.0,External_Github
Croatia,HR,HRV,2020-05-23,4076246,84.0,,Country_Website
Czechia,CZ,CZE,2020-05-23,10649800,93.0,23.0,Country_Website
Denmark,DK,DNK,2020-05-23,5806081,118.0,19.0,Country_Website
Estonia,EE,EST,2020-05-23,1324820,40.0,4.0,Country_API
Finland,FI,FIN,2020-05-23,5517919,104.0,21.0,External_Github
France,FR,FRA,2020-05-23,67012883,17122.0,1628.0,Country_Website
Hungary,HU,HUN,2020-05-23,9772756,462.0,21.0,JRC
Iceland,IS,ISL,2020-05-23,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-23,4904240,303.0,51.0,Country_Website
Italy,IT,ITA,2020-05-23,60359546,9267.0,572.0,Country_Github
Latvia,LV,LVA,2020-05-23,1919968,24.0,,Surveillance
Luxembourg,LU,LUX,2020-05-23,613894,35.0,8.0,Country_Website
Netherlands,NL,NLD,2020-05-23,17282163,,224.0,Other Website
Norway,NO,NOR,2020-05-23,5328212,35.0,,Country_API
Poland,PL,POL,2020-05-23,37972812,2271.0,,Surveillance
Portugal,PT,PRT,2020-05-23,10276617,550.0,80.0,Country_Website
Romania,RO,ROU,2020-05-23,19414458,,196.0,Country_Website
Slovakia,SK,SVK,2020-05-23,5450421,60.0,,JRC
Slovenia,SI,SVN,2020-05-23,2080908,18.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-05-23,66647112,7854.0,,Country_Website
Austria,AT,AUT,2020-05-22,8858775,159.0,31.0,Country_Website
Belgium,BE,BEL,2020-05-22,11455519,1360.0,259.0,Country_Website
Bulgaria,BG,BGR,2020-05-22,7000039,258.0,29.0,External_Github
Croatia,HR,HRV,2020-05-22,4076246,102.0,,Country_Website
Czechia,CZ,CZE,2020-05-22,10649800,98.0,25.0,Country_Website
Denmark,DK,DNK,2020-05-22,5806081,119.0,23.0,Country_Website
Estonia,EE,EST,2020-05-22,1324820,38.0,4.0,Country_API
Finland,FI,FIN,2020-05-22,5517919,113.0,21.0,External_Github
France,FR,FRA,2020-05-22,67012883,17327.0,1664.0,Country_Website
Hungary,HU,HUN,2020-05-22,9772756,483.0,23.0,JRC
Iceland,IS,ISL,2020-05-22,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-22,4904240,316.0,49.0,Country_Website
Italy,IT,ITA,2020-05-22,60359546,9552.0,595.0,Country_Github
Latvia,LV,LVA,2020-05-22,1919968,25.0,,Surveillance
Luxembourg,LU,LUX,2020-05-22,613894,46.0,9.0,Country_Website
Netherlands,NL,NLD,2020-05-22,17282163,,240.0,Other Website
Norway,NO,NOR,2020-05-22,5328212,45.0,,Country_API
Poland,PL,POL,2020-05-22,37972812,2261.0,,Surveillance
Portugal,PT,PRT,2020-05-22,10276617,576.0,84.0,Country_Website
Romania,RO,ROU,2020-05-22,19414458,,200.0,Country_Website
Slovakia,SK,SVK,2020-05-22,5450421,76.0,,JRC
Slovenia,SI,SVN,2020-05-22,2080908,21.0,4.0,Country_Github
United Kingdom,UK,GBR,2020-05-22,66647112,8219.0,,Country_Website
Austria,AT,AUT,2020-05-21,8858775,188.0,32.0,Country_Website
Belgium,BE,BEL,2020-05-21,11455519,1388.0,268.0,Country_Website
Bulgaria,BG,BGR,2020-05-21,7000039,287.0,31.0,External_Github
Croatia,HR,HRV,2020-05-21,4076246,117.0,,Country_Website
Czechia,CZ,CZE,2020-05-21,10649800,100.0,30.0,Country_Website
Denmark,DK,DNK,2020-05-21,5806081,122.0,23.0,Country_Website
Estonia,EE,EST,2020-05-21,1324820,37.0,4.0,Country_API
Finland,FI,FIN,2020-05-21,5517919,110.0,22.0,External_Github
France,FR,FRA,2020-05-21,67012883,17527.0,1708.0,Country_Website
Hungary,HU,HUN,2020-05-21,9772756,510.0,27.0,JRC
Iceland,IS,ISL,2020-05-21,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-21,4904240,315.0,52.0,Country_Website
Italy,IT,ITA,2020-05-21,60359546,9909.0,640.0,Country_Github
Latvia,LV,LVA,2020-05-21,1919968,24.0,,Surveillance
Luxembourg,LU,LUX,2020-05-21,613894,42.0,6.0,Country_Website
Netherlands,NL,NLD,2020-05-21,17282163,,251.0,Other Website
Norway,NO,NOR,2020-05-21,5328212,41.0,,Country_API
Poland,PL,POL,2020-05-21,37972812,2330.0,,Surveillance
Portugal,PT,PRT,2020-05-21,10276617,608.0,92.0,Country_Website
Slovakia,SK,SVK,2020-05-21,5450421,88.0,,JRC
Slovenia,SI,SVN,2020-05-21,2080908,21.0,3.0,Country_Github
United Kingdom,UK,GBR,2020-05-21,66647112,8256.0,,Country_Website
Austria,AT,AUT,2020-05-20,8858775,174.0,37.0,Country_Website
Belgium,BE,BEL,2020-05-20,11455519,1448.0,277.0,Country_Website
Bulgaria,BG,BGR,2020-05-20,7000039,285.0,33.0,External_Github
Croatia,HR,HRV,2020-05-20,4076246,117.0,,Country_Website
Czechia,CZ,CZE,2020-05-20,10649800,101.0,32.0,Country_Website
Denmark,DK,DNK,2020-05-20,5806081,127.0,25.0,Country_Website
Estonia,EE,EST,2020-05-20,1324820,37.0,5.0,Country_API
Finland,FI,FIN,2020-05-20,5517919,118.0,20.0,External_Github
France,FR,FRA,2020-05-20,67012883,17882.0,1754.0,Country_Website
Hungary,HU,HUN,2020-05-20,9772756,539.0,29.0,JRC
Iceland,IS,ISL,2020-05-20,356991,0.0,0.0,Country_Website
Ireland,IE,IRL,2020-05-20,4904240,367.0,49.0,Country_Website
Italy,IT,ITA,2020-05-20,60359546,10300.0,676.0,Country_Github
Latvia,LV,LVA,2020-05-20,1919968,27.0,,Surveillance
Luxembourg,LU,LUX,2020-05-20,613894,55.0,7.0,Country_Website
Netherlands,NL,NLD,2020-05-20,17282163,,272.0,Other Website
Norway,NO,NOR,2020-05-20,5328212,51.0,,Country_API
Poland,PL,POL,2020-05-20,37972812,2414.0,,Surveillance
Portugal,PT,PRT,2020-05-20,10276617,609.0,93.0,Country_Website
Romania,RO,ROU,2020-05-20,19414458,,198.0,Country_Website
Slovakia,SK,SVK,2020-05-20,5450421,100.0,,JRC
Slovenia,SI,SVN,2020-05-20,2080908,23.0,4.0,Country_Github
United Kingdom,UK,GBR,2020-05-20,66647112,8503.0,,Country_Website
Belgium,BE,BEL,2020-05-19,11455519,1527.0,313.0,Country_Website
Bulgaria,BG,BGR,2020-05-19,7000039,299.0,36.0,External_Github
Croatia,HR,HRV,2020-05-19,4076246,120.0,,Country_Website
Czechia,CZ,CZE,2020-05-19,10649800,109.0,32.0,Country_Website
Denmark,DK,DNK,2020-05-19,5806081,141.0,25.0,Country_Website
